,doc_id,language,events
14512,15381,sr,[]
14513,15382,sr,[]
14514,15383,sr,"[{'event_type': 'other', 'trigger': None, 'locations': ['Gornji Milanovac'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Water supply issue due to drought.'}]"
14515,15384,sr,"[{'event_type': 'other', 'trigger': None, 'locations': ['Novi Sad'], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Offensive graffiti.'}]"
14516,15385,und,[]
14517,15386,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': None, 'locations': [], 'actors': ['Igor Simić', 'Rakić', 'Elek', 'Radoičić'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Investigation of barricades.'}]"
14518,15387,sr,[]
14519,15388,sr,"[{'event_type': 'international_reaction', 'trigger': None, 'locations': ['Zaječar'], 'actors': ['ANEM'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Protection of journalists.'}]"
14520,15389,sr,[]
14521,15390,sr,"[{'event_type': 'government_response_policy', 'trigger': None, 'locations': [], 'actors': ['Vlada Srbije'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'New law proposal on information security.'}]"
14522,15391,sr,"[{'event_type': 'government_response_policy', 'trigger': None, 'locations': [], 'actors': ['Vučić'], 'time_mentions': ['Vidovdan'], 'confidence': 0.8, 'notes': 'Strategic political views.'}]"
14523,15392,sr,"[{'event_type': 'protest', 'trigger': None, 'locations': ['Sremski Karlovci'], 'actors': ['novosadski studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Student protest announcement.'}]"
14524,15393,sr,"[{'event_type': 'election', 'trigger': None, 'locations': ['Beograd'], 'actors': ['Simić (PSG)'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Call for elections due to city situation.'}]"
14525,15394,sr,"[{'event_type': 'government_response_policy', 'trigger': None, 'locations': ['Beograd'], 'actors': ['Narodno pozorište'], 'time_mentions': ['Vidovdan'], 'confidence': 0.9, 'notes': 'Cancellation of activities.'}]"
14526,15395,sr,[]
14527,15396,sr,[]
14528,15397,sr,"[{'event_type': 'government_response_policy', 'trigger': None, 'locations': [], 'actors': ['Vučić'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Proposal to change the constitution.'}]"
14529,15398,sr,[]
14530,15399,sr,[]
14531,15400,hr,"[{'event_type': 'traffic_blockade', 'trigger': None, 'locations': ['Preševo'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Traffic congestion at border.'}]"
14532,15401,sr,"[{'event_type': 'protest', 'trigger': None, 'locations': ['Beograd', 'RIK'], 'actors': ['Studenti', 'zborovi građana'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Protests at locations in Belgrade.'}]"
14533,15402,und,[]
14534,15403,und,[]
14535,15404,und,[]
14536,15405,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': None, 'locations': ['Vrnjačka Banja'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Animal abuse allegations.'}]"
14537,15406,sr,"[{'event_type': 'other', 'trigger': None, 'locations': ['Leskovački'], 'actors': ['studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': ""Charity event for child's treatment.""}]"
14538,15407,sr,"[{'event_type': 'international_reaction', 'trigger': None, 'locations': ['Zaječar'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Threats to journalists.'}]"
14539,15408,sr,"[{'event_type': 'government_response_policy', 'trigger': None, 'locations': [], 'actors': ['Vučić'], 'time_mentions': ['Vidovdan', 'decembru 2026'], 'confidence': 0.8, 'notes': 'Political statement on protests and elections.'}]"
14540,15409,sr,"[{'event_type': 'international_reaction', 'trigger': None, 'locations': ['Zaječar'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Threats to opposition.'}]"
14541,15410,sr,"[{'event_type': 'injury_death', 'trigger': None, 'locations': ['Jakovo'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Physical altercation resulting in injuries.'}]"
14542,15411,sr,"[{'event_type': 'government_response_policy', 'trigger': None, 'locations': [], 'actors': ['Vučić'], 'time_mentions': ['septembru'], 'confidence': 0.8, 'notes': 'Military equipment showcased at a parade.'}]"
14543,15412,sr,[]
14544,15413,sr,[]
14545,15414,sr,"[{'event_type': 'institutional_blockade', 'trigger': None, 'locations': [], 'actors': ['Studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Conflict with academic administration.'}]"
14546,15415,sr,"[{'event_type': 'clash_police_action', 'trigger': None, 'locations': [], 'actors': [], 'time_mentions': ['15. marta'], 'confidence': 0.8, 'notes': 'Attack on peaceful demonstrators.'}]"
14547,15416,sr,[]
14548,15417,sr,[]
14549,15418,sr,[]
14550,15419,sr,[]
14551,15420,sr,"[{'event_type': 'other', 'trigger': None, 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Humanitarian bazaar for charity.'}]"
14552,15421,sr,"[{'event_type': 'institutional_blockade', 'trigger': None, 'locations': [], 'actors': ['Mašinski'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Intrusion attempt during faculty blockade.'}]"
14553,15422,sr,[]
14554,15423,sr,"[{'event_type': 'school_closure', 'trigger': None, 'locations': ['Srbobran'], 'actors': [], 'time_mentions': ['tri dana'], 'confidence': 0.9, 'notes': ""Decision on teachers' employment status.""}]"
14555,15424,sr,"[{'event_type': 'protest', 'trigger': None, 'locations': ['Kragujevac'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Petition for elections.'}]"
14556,15425,und,[]
14557,15426,sr,[]
14558,15427,und,[]
14559,15428,sr,[]
14560,15429,sr,[]
14561,15430,sr,[]
14562,15431,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': None, 'locations': ['Hag'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Denial of conditional release.'}]"
14563,15432,sr,"[{'event_type': 'protest', 'trigger': None, 'locations': ['Prokuplje'], 'actors': ['studentski'], 'time_mentions': ['subotu'], 'confidence': 0.9, 'notes': 'Protest demanding elections.'}]"
14564,15433,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': None, 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Failure to detain suspects in journalist attack case.'}]"
14565,15434,sr,[]
14566,15435,sr,"[{'event_type': 'protest', 'trigger': None, 'locations': ['Srbobran'], 'actors': ['građani'], 'time_mentions': [], 'confidence': 0.9, 'notes': ""Protest over teachers' layoffs.""}]"
14567,15436,sr,[]
14568,15437,sr,[]
14569,15438,sr,[]
14570,15439,sr,[]
14571,15440,sr,"[{'event_type': 'other', 'trigger': None, 'locations': ['Novi Sad'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Hate graffiti.'}]"
14572,15441,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': None, 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Affirmation of criminal judgments.'}]"
14573,15442,sr,[]
14574,15443,sr,[]
14575,15444,sr,[]
14576,15445,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': None, 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Court decision on election annulment.'}]"
14577,15446,sr,[]
14578,15447,sr,[]
14579,15448,sr,"[{'event_type': 'government_response_policy', 'trigger': None, 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Dismissals related to protests.'}]"
14580,15449,sr,[]
14581,15450,sr,[]
14582,15451,sr,[]
14583,15452,sr,[]
14584,15453,und,[]
14585,15454,sr,[]
14586,15455,sr,[]
14587,15456,sr,[]
14588,15457,sr,[]
14589,15458,und,[]
14590,15459,und,[]
14591,15460,und,[]
14592,15461,und,[]
14593,15462,und,[]
14594,15463,und,[]
14595,15464,und,[]
14596,15465,und,[]
14597,15466,und,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': [], 'actors': ['mladić iz Zaječara'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Mladić uhapšen zbog udesa sa smrtnim slučajem.'}]"
14598,15467,und,[]
14599,15468,und,[]
14600,15469,und,[]
14601,15470,und,"[{'event_type': 'institutional_blockade', 'trigger': 'blokirali', 'locations': ['Visoka poslovna škola u Novom Sadu'], 'actors': ['Studenti', 'građani'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Blokada polaganja ispita.'}]"
14602,15471,und,[]
14603,15472,und,"[{'event_type': 'protest', 'trigger': 'Protest', 'locations': ['ispred RIK-a'], 'actors': ['beogradski zborovi'], 'time_mentions': ['subotu'], 'confidence': 0.9, 'notes': 'Organizovan protest ispred RIK-a.'}]"
14604,15473,und,[]
14605,15474,und,"[{'event_type': 'protest', 'trigger': 'neposlušnost', 'locations': [], 'actors': ['studenti'], 'time_mentions': ['Vidovdan'], 'confidence': 0.8, 'notes': 'Moguća građanska neposlušnost na Vidovdan.'}]"
14606,15475,und,[]
14607,15476,und,[]
14608,15477,und,[]
14609,15478,und,[]
14610,15479,und,[]
14611,15480,und,[]
14612,15481,und,[]
14613,15482,und,[]
14614,15483,und,[]
14615,15484,und,"[{'event_type': 'international_reaction', 'trigger': 'Evakuisano', 'locations': ['Izrael'], 'actors': ['srpski državljani'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Evakuacija srpskih državljana iz Izraela.'}]"
14616,15485,und,[]
14617,15486,und,[]
14618,15487,und,"[{'event_type': 'injury_death', 'trigger': 'povređen', 'locations': ['kod Boljevaca'], 'actors': ['70-godišnjak'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Starija osoba povređena u sudaru čamaca.'}]"
14619,15488,und,[]
14620,15489,und,[]
14621,15490,und,[]
14622,15491,und,[]
14623,15492,und,[]
14624,15493,und,"[{'event_type': 'traffic_blockade', 'trigger': 'nezgodu', 'locations': ['Crna Gora'], 'actors': ['Vlade Divac'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Saobraćajna nezgoda uključuje poznatu osobu.'}]"
14625,15494,und,[]
14626,15495,und,"[{'event_type': 'election', 'trigger': 'ponove', 'locations': ['Kosjerić'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Ponavljaju se izbori na biračkom mestu.'}]"
14627,15496,und,[]
14628,15497,und,[]
14629,15498,und,[]
14630,15499,und,[]
14631,15500,und,[]
14632,15501,und,[]
14633,15502,und,[]
14634,15503,und,[]
14635,15504,und,[]
14636,15505,und,[]
14637,15506,und,[]
14638,15507,und,[]
14639,15508,und,[]
14640,15509,und,"[{'event_type': 'government_response_policy', 'trigger': 'imenovan', 'locations': [], 'actors': ['Dragoslav Bokan'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Bokan imenovan na poziciju, izaziva reakcije.'}]"
14641,15510,und,"[{'event_type': 'strike_boycott', 'trigger': 'štrajka', 'locations': ['Novi Sad'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Štrajk na Medicinskom fakultetu.'}]"
14642,15511,und,[]
14643,15512,und,"[{'event_type': 'protest', 'trigger': 'Protest', 'locations': ['Trg republike'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Protest sa temom rata.'}]"
14644,15513,und,[]
14645,15514,und,[]
14646,15515,und,[]
14647,15516,und,[]
14648,15517,und,[]
14649,15518,und,[]
14650,15519,und,[]
14651,15520,und,"[{'event_type': 'clash_police_action', 'trigger': 'kontrola', 'locations': ['Srbija'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Kontrola saobraćaja otkrila mnoge prekršaje.'}]"
14652,15521,und,[]
14653,15522,und,"[{'event_type': 'arrest', 'trigger': 'Uhapšeno', 'locations': [], 'actors': ['19 osoba'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Osobe uhapšene zbog finansijskih prevara.'}]"
14654,15523,und,[]
14655,15524,und,[]
14656,15525,und,[]
14657,15526,und,[]
14658,15527,und,[]
14659,15528,und,[]
14660,15529,und,"[{'event_type': 'protest', 'trigger': 'Skup', 'locations': ['Lapovo'], 'actors': [], 'time_mentions': ['nedelju'], 'confidence': 0.9, 'notes': 'Skup podrške studentima.'}]"
14661,15530,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Optužnica', 'locations': ['kod Mladenovca'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Optužnica zbog ubistva.'}]"
14662,15531,und,[]
14663,15532,und,[]
14664,15533,und,[]
14665,15534,und,"[{'event_type': 'protest', 'trigger': 'protest', 'locations': ['Zaječar'], 'actors': ['opozicija'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Protest opozicije traži pritisak na institucije.'}]"
14666,15535,und,[]
14667,15536,und,[]
14668,15537,und,[]
14669,15538,und,[]
14670,15539,und,[]
14671,15540,und,[]
14672,15541,und,[]
14673,15542,und,[]
14674,15543,und,[]
14675,15544,und,"[{'event_type': 'institutional_blockade', 'trigger': 'blokade', 'locations': ['Elektronski fakultet u Nišu'], 'actors': ['studenti'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Nastavak blokade od strane studenata.'}]"
14676,15545,und,[]
14677,15546,und,[]
14678,15547,und,[]
14679,15548,und,[]
14680,15549,und,"[{'event_type': 'strike_boycott', 'trigger': 'štrajku', 'locations': ['Beograd'], 'actors': ['Profesori Filozofskog fakulteta'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Profesori u štrajku, inspekcija dolazi.'}]"
14681,15550,und,[]
14682,15551,und,[]
14683,15552,und,[]
14684,15553,und,"[{'event_type': 'injury_death', 'trigger': 'požar', 'locations': ['Srbobranu'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Veliki požar ugašen, zabrana prilaza.'}]"
14685,15554,und,[]
14686,15555,und,[]
14687,15556,und,[]
14688,15557,und,[]
14689,15558,und,[]
14690,15559,sr,"[{'event_type': 'strike_boycott', 'trigger': 'održali sastanak pod vedrim nebom', 'locations': ['ispred škole'], 'actors': ['Nastavnici Jovine gimnazije'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Teachers meeting outside due to school being locked.'}]"
14691,15560,sr,"[{'event_type': 'protest', 'trigger': 'Skup podrške', 'locations': ['Novi Pazar'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Support rally for Palestine.'}]"
14692,15561,sr,[]
14693,15562,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'Stupamo u totalnu blokadu', 'locations': [], 'actors': ['Studenti FON-a'], 'time_mentions': [], 'confidence': 0.95, 'notes': 'Complete blockade due to faculty decisions.'}]"
14694,15563,sr,"[{'event_type': 'other', 'trigger': 'Vatra zahvatila mlin', 'locations': ['Srbobran'], 'actors': ['vatrogasci'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Fire incident in Srbobran.'}]"
14695,15564,sr,"[{'event_type': 'march_walk', 'trigger': 'humanitarno pešačenje', 'locations': ['Bečej'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Charity walk completed.'}]"
14696,15565,sr,[]
14697,15566,sr,"[{'event_type': 'protest', 'trigger': 'sukob roditelja', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.85, 'notes': 'Conflict between parents and school administration.'}]"
14698,15567,sr,"[{'event_type': 'government_response_policy', 'trigger': 'dogovor EU', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'EU visa policy agreement.'}]"
14699,15568,sr,"[{'event_type': 'government_response_policy', 'trigger': 'Agencija za sprečavanje korupcije utvrdila', 'locations': ['Zaječar'], 'actors': ['CRTA'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Corruption prevention agency finding.'}]"
14700,15569,sr,[]
14701,15570,sr,"[{'event_type': 'government_response_policy', 'trigger': 'Završeno', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.7, 'notes': 'Media laws discussion.'}]"
14702,15571,sr,[]
14703,15572,sr,[]
14704,15573,sr,[]
14705,15574,sr,[]
14706,15575,sr,"[{'event_type': 'arrest', 'trigger': 'deportovan', 'locations': ['Kosovo'], 'actors': ['pripadnik MUP-a Srbije'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Deportation of a police member from Kosovo.'}]"
14707,15576,sr,"[{'event_type': 'counter_protest', 'trigger': 'kontramitingu', 'locations': ['Novi Sad'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Counter-protest in Novi Sad.'}]"
14708,15577,sr,[]
14709,15578,sr,[]
14710,15579,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Ukidanje pritvora', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Lifting of detention due to lack of charges.'}]"
14711,15580,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšeno više osumnjičenih', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Human trafficking and prostitution case.'}]"
14712,15581,sr,"[{'event_type': 'arrest', 'trigger': 'pušten iz pritvora', 'locations': [], 'actors': ['Papić'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Release with house arrest order.'}]"
14713,15582,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'poternicu za Milanom Radoičićem', 'locations': [], 'actors': ['Kosovsko tužilaštvo'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'International warrant issued.'}]"
14714,15583,sr,"[{'event_type': 'injury_death', 'trigger': 'Preminuo', 'locations': [], 'actors': ['Dimitrije Bjelica'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Death of a known publicist.'}]"
14715,15584,sr,[]
14716,15585,sr,[]
14717,15586,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Sprečen pokušaj krijumčarenja', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Attempted smuggling thwarted.'}]"
14718,15587,sr,[]
14719,15588,sr,"[{'event_type': 'international_reaction', 'trigger': 'evakuisano', 'locations': ['Izrael', 'Egipat', 'Šarm el Šeik'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Evacuation of citizens through Egypt.'}]"
14720,15589,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'pritvor za Koluviju', 'locations': [], 'actors': ['tužilac'], 'time_mentions': [], 'confidence': 0.9, 'notes': ""Prosecutor's request for detention.""}]"
14721,15590,sr,"[{'event_type': 'clash_police_action', 'trigger': 'napala', 'locations': ['Pionirski park'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Incident involving an attack on a cameraman.'}]"
14722,15591,sr,[]
14723,15592,sr,[]
14724,15593,sr,"[{'event_type': 'injury_death', 'trigger': 'Nastradao muškarac', 'locations': ['kod Valjeva'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Fatal tractor accident.'}]"
14725,15594,sr,"[{'event_type': 'arrest', 'trigger': 'priveden Srbin', 'locations': ['Končulj'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Detention of a police officer.'}]"
14726,15595,sr,[]
14727,15596,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'optužilo Viši sud', 'locations': ['Novi Sad'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Accusation against Higher Court.'}]"
14728,15597,sr,[]
14729,15598,sr,"[{'event_type': 'arrest', 'trigger': 'uhapšen', 'locations': [], 'actors': ['direktori preduzeća'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Arrests for money laundering.'}]"
14730,15599,sr,[]
14731,15600,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'uhapšeno 18 osoba', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Arrests related to money laundering.'}]"
14732,15601,sr,[]
14733,15602,sr,[]
14734,15603,sr,"[{'event_type': 'clash_police_action', 'trigger': 'akcident', 'locations': ['Pančevo'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Incident in Pančevo with water advisory.'}]"
14735,15604,sr,[]
14736,15605,sr,"[{'event_type': 'government_response_policy', 'trigger': 'najavio veliku vojnu paradu', 'locations': ['Beograd'], 'actors': ['Predsednik Srbije'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Announcement of a military parade.'}]"
14737,15606,sr,[]
14738,15607,sr,[]
14739,15608,sr,[]
14740,15609,sr,"[{'event_type': 'school_closure', 'trigger': 'odluke da nakon 27. juna ne puštamo decu u školu', 'locations': ['Peta beogradska gimnazija'], 'actors': ['Roditelji učenika'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'School attendance boycott.'}]"
14741,15610,sr,[]
14742,15611,sr,[]
14743,15612,sr,[]
14744,15613,sr,"[{'event_type': 'strike_boycott', 'trigger': 'većina zaposlenih u štrajku', 'locations': [], 'actors': ['zaposleni na FDU'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Strike at Faculty of Dramatic Arts.'}]"
14745,15614,sr,[]
14746,15615,sr,[]
14747,15616,sr,[]
14748,15617,sr,[]
14749,15618,sr,"[{'event_type': 'resignation', 'trigger': 'ostavku', 'locations': ['Bresnica'], 'actors': ['direktor seoske škole'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Director resignation postpones protest.'}]"
14750,15619,sr,[]
14751,15620,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'određeno zadržavanje', 'locations': ['Novi Beograd'], 'actors': ['investitor'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Detention for illegal construction.'}]"
14752,15621,sr,"[{'event_type': 'arrest', 'trigger': 'Hapšenje u Beogradu', 'locations': ['Beograd'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Arrest related to prostitution.'}]"
14753,15622,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Ukidanje pritvora', 'locations': ['Novi Sad'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Detention lifted for suspects in canopy case.'}]"
14754,15623,sr,[]
14755,15624,sr,"[{'event_type': 'traffic_blockade', 'trigger': 'blokiraju put', 'locations': ['Donje Brijanje'], 'actors': ['meštani'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Road blockade for water demands.'}]"
14756,15625,sr,"[{'event_type': 'government_response_policy', 'trigger': 'morati da interveniše', 'locations': [], 'actors': ['Policija'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Police intervention at the protest expected.'}]"
14757,15626,sr,[]
14758,15627,sr,[]
14759,15628,sr,"[{'event_type': 'injury_death', 'trigger': 'poginula', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Fatal traffic accident on Ibarska magistrala.'}]"
14760,15629,sr,[]
14761,15630,sr,"[{'event_type': 'government_response_policy', 'trigger': 'pritisak na stanare', 'locations': ['Blok 4'], 'actors': ['investitor'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Pressure on tenants by investor.'}]"
14762,15631,sr,"[{'event_type': 'injury_death', 'trigger': 'preminula', 'locations': ['Grčka'], 'actors': ['žena iz Srbije'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Death of a Serbian woman in Greece.'}]"
14763,15632,sr,[]
14764,15633,sr,"[{'event_type': 'international_reaction', 'trigger': 'pogodila pogone', 'locations': ['Iran'], 'actors': ['Izraelska vojska'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Strike on uranium facility by Israel.'}]"
14765,15634,sr,[]
14766,15635,sr,[]
14767,15636,sr,"[{'event_type': 'injury_death', 'trigger': 'Dve osobe povređene', 'locations': ['Beograd'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Injury due to traffic accidents.'}]"
14768,15637,sr,[]
14769,15638,sr,[]
14770,15639,und,[]
14771,15640,sr,[]
14772,15641,sr,"[{'event_type': 'arrest', 'trigger': 'pušten iz pritvora', 'locations': [], 'actors': ['Milan Spremić'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Release from detention.'}]"
14773,15642,sr,[]
14774,15643,sr,[]
14775,15644,sr,[]
14776,15645,sr,[]
14777,15646,sr,[]
14778,15647,sr,[]
14779,15648,sr,[]
14780,15649,sr,[]
14781,15650,sr,[]
14782,15651,sr,[]
14783,15652,sr,[]
14784,15653,und,[]
14785,15654,sr,[]
14786,15655,sr,[]
14787,15656,sr,[]
14788,15657,sr,[]
14789,15658,sr,[]
14790,15659,sr,[]
14791,15660,sr,[]
14792,15661,sr,[]
14793,15662,sr,[]
14794,15663,sr,[]
14795,15664,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšena', 'locations': ['Novi Pazar'], 'actors': ['trojica'], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Arrest for tax evasion over 150 million dinars.'}]"
14796,15665,sr,"[{'event_type': 'government_response_policy', 'trigger': 'Izmene Zakona', 'locations': [], 'actors': ['Brnabić'], 'time_mentions': ['krajem juna'], 'confidence': 1.0, 'notes': 'Public discussion on amendments to the Law on Voters.'}]"
14797,15666,sr,[]
14798,15667,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Odloženo suđenje', 'locations': ['Futoška pijaca'], 'actors': [], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Trial postponed for attack on students and citizens.'}]"
14799,15668,sr,[]
14800,15669,sr,"[{'event_type': 'university_administration_action', 'trigger': 'dobio novog dekana', 'locations': ['Niš'], 'actors': ['Filozofski fakultet'], 'time_mentions': [], 'confidence': 1.0, 'notes': 'New dean at the University of Niš.'}]"
14801,15670,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Odloženo suđenje', 'locations': ['Niš'], 'actors': ['Natalija Jovanović'], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Trial postponed for attack on the dean.'}]"
14802,15671,sr,"[{'event_type': 'arrest', 'trigger': 'Uhapšen', 'locations': ['Kotež'], 'actors': ['muškarac'], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Man arrested for shooting at a parked motorcycle.'}]"
14803,15672,sr,"[{'event_type': 'clash_police_action', 'trigger': 'Hapšenje', 'locations': ['Zaječar'], 'actors': [], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Violent incident where a woman was repeatedly hit with a baton.'}]"
14804,15673,sr,[]
14805,15674,sr,[]
14806,15675,sr,[]
14807,15676,sr,[]
14808,15677,sr,"[{'event_type': 'international_reaction', 'trigger': 'Raketa pala', 'locations': ['Tel Aviv'], 'actors': [], 'time_mentions': [], 'confidence': 1.0, 'notes': ""Evacuation of Serbian citizens due to a rocket falling near the ambassador's residence.""}]"
14809,15678,sr,[]
14810,15679,sr,"[{'event_type': 'protest', 'trigger': 'Studenti održali protest', 'locations': ['Prvi OJT'], 'actors': ['Studenti'], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Students protested and filed a criminal complaint against Vučić.'}]"
14811,15680,sr,"[{'event_type': 'institutional_blockade', 'trigger': 'blokada', 'locations': ['Vlada'], 'actors': [], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Acknowledgement of the necessity of a blockade in front of the government.'}]"
14812,15681,sr,[]
14813,15682,sr,"[{'event_type': 'injury_death', 'trigger': 'pregazio', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Father accidentally ran over his child with a tractor.'}]"
14814,15683,sr,[]
14815,15684,sr,[]
14816,15685,sr,[]
14817,15686,sr,"[{'event_type': 'investigation_charges_trial', 'trigger': 'krivična prijava', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Filing of a criminal report against Rio Tinto with intentions to sue.'}]"
14818,15687,sr,[]
14819,15688,sr,"[{'event_type': 'school_closure', 'trigger': 'blokadi', 'locations': [], 'actors': ['Profesorka'], 'time_mentions': [], 'confidence': 1.0, 'notes': 'Ongoing blockade affecting exams.'}]"
