,label,confidence,rationale
763,related,0.74,"Naslov govori o stanju na graničnim prelazima i zadržavanjima (AMSS), što je tipično saobraćajno/putno obaveštenje i spada u istu tematsku oblast."
764,related,0.86,"Naslov i citat ukazuju na vest/izveštaj o situaciji u Beogradu tokom drugog dana snežnih padavina (vremenske prilike, posledice, reakcije), što je tematski povezano sa vremenskim uslovima i gradskim funkcionisanjem."
765,related,0.86,"Naslov govori o stanju i funkcionisanju železničkog saobraćaja u Srbiji tokom pojačanih snežnih padavina, što je tema vezana za infrastrukturu i operativno stanje železnice."
766,related,0.74,"Naslov govori o porastu pretnji i javnom targetiranju od strane nosilaca vlasti, što je tipično povezano sa temama pritisaka na civilno društvo/medije i politički motivisanog zastrašivanja."
767,related,0.74,"Naslov govori o incidentu/poteškoćama aviona na letu Beograd–Podgorica zbog nevremena, što je tipično povezano sa vestima o avio-saobraćaju i bezbednosti leta."
768,related,0.74,"Rečenica je na srpskom i izgleda kao vest/izveštaj o zapleni psihoaktivnih lekova i oružja u određenom vremenskom periodu (poslednja nedelja 2025), što je tipično za kriminal/bezbednosne vesti."
769,related,0.74,"Naslov je politička izjava o efikasnosti čišćenja snega u Srbiji u poređenju sa velikim svetskim gradovima; tema je komunalna infrastruktura i javne usluge, bez očigledne promene teme."
770,related,0.62,"Tekst je politička izjava/komentar o Vučiću i poređenju sa Madurom (nedemokratski režim, kriminal, korupcija, paravojne formacije). Bez dodatnog konteksta o temi, deluje kao relevantna politička vest/analiza, ali nije moguće preciznije proceniti odnos prema konkretnom cilju."
771,related,0.62,"Naslov govori o proglašenju vanredne situacije u Loznici zbog problema sa snabdevanjem električnom energijom, što je tipična vest iz oblasti javnih službi/infrastrukture i vanrednih događaja."
772,related,0.74,"The headline discusses Rio Tinto, Serbia, and arbitration, which aligns with topics about the Jadar lithium project and related political/legal disputes."
773,related,0.74,"Naslov implicira raspodelu sredstava iz gradskog budžeta Čačka i navodi medije RINA i ""Glas zapadne Srbije"" kao najveće primaoce, što je tema o lokalnom finansiranju/medijima i javnoj potrošnji."
774,related,0.62,"Naslov je na srpskom i govori o najavi tužbe i pretnjama progonom, što upućuje na političko/pravni konflikt; bez dodatnog konteksta nije moguće preciznije povezivanje, ali tema deluje u okviru istog društveno-političkog domena."
775,related,0.74,"Naslov govori o političkoj izjavi Aleksandra Vučića u Trebinju o dijalogu, miru i spremnosti Srbije na odbranu, što je tipično za teme regionalne politike i bezbednosti."
776,related,0.86,"Pitanje traži informacije o rasponu plata u MUP-u (Srbija), od nižih pozicija do ministra, uz navedene iznose u dinarima."
777,related,0.62,"Naslov se odnosi na istorijski događaj i komemorativni marš (110 godina od povlačenja srpske vojske preko Albanije), što je tipično za rubriku društvo/region/istorija i javna okupljanja."
778,related,0.74,"Naslov se odnosi na komunalne obaveze i kazne zbog neočišćenog snega, što je tipično za lokalne gradske propise i nadležnosti (građani i javna preduzeća)."
779,related,0.74,"Naslov se odnosi na komunalnu temu (pojačana kontrola čišćenja snega ispred objekata) i lokalne propise/kazne u Novom Sadu, što je tipično za lokalne vesti i javne obaveze građana/firmi."
780,related,0.62,"Naslov se odnosi na političke optužbe i stanje pritvorenih/uhapšenih (politički zatvorenici), što je u domenu politike i ljudskih prava; bez dodatnog konteksta nije jasno na šta se tačno odnosi, ali tema je politička."
781,related,0.78,Naslov opisuje saobraćajni prekršaj (vožnja pod dejstvom alkohola) i izrečene sankcije; tema je u domenu lokalnih vesti/bezbednosti u saobraćaju.
782,related,0.74,"Tekst govori o suštini vojnog napada na Venecuelu kroz prizmu Monroove doktrine i dominacije SAD na zapadnoj hemisferi, što je koherentna političko-geopolitička tema."
783,related,0.62,"Naslov je na srpskom i govori o intervencijama gradskog preduzeća Zelenilo Beograd zbog polomljenih grana i oborenih stabala na više lokacija, što je tipično za vest/saopštenje o posledicama nevremena ili održavanju zelenih površina."
784,related,0.62,"Naslov je na srpskom i govori o božićnom koncertu u Kolarčevoj zadužbini koji je besplatan za publiku; deluje kao kulturna/vest tema, ali bez dodatnog konteksta nije jasno na šta tačno treba da bude 'related'."
785,related,0.72,"Naslov opisuje incident sa povređenima u tuči u Podujevu, što spada u kategoriju lokalnih vesti/kriminala i javne bezbednosti."
786,related,0.62,"Izjava se odnosi na obrazovnu ustanovu i odluku Ministarstva prosvete o oduzimanju dozvole za rad, što je tema iz domena obrazovanja i javne politike."
787,related,0.72,Fraza je na srpskom i izgleda kao naslov/tema o vremenskim prilikama (obilne snežne padavine) u mioničkom kraju; bez dodatnog konteksta deluje kao relevantna vest/izjava.
788,related,0.74,"Naslov govori o prikupljanju sredstava za sahranu Stefana Ivanovića u Srbiji, što je tipično za vest o humanitarnoj akciji/donacijama i društvenim događajima."
789,related,0.78,"Naslov govori o carinskoj upravi i pokušaju krijumčarenja cigareta, što je tema vezana za carine/šverc i sprovođenje zakona."
790,related,0.62,"Naslov se odnosi na objavu ANEM-a o hronologiji napada na medijske radnike u Beogradu (Pionirski park–Skupština Srbije), što je tema iz domena medija/bezbednosti i javnih događaja; bez dodatnog konteksta nije moguće preciznije povezivanje."
791,related,0.74,"Naslov i opis ukazuju na emisiju/segment o svetskoj politici („Tektonske promene u svetskoj politici“) sa gostom Boškom Jakšićem, što je tematski povezano sa političkim sadržajem."
792,related,0.62,"Rečenica opisuje incident u centru Beograda (bandera pala na automobil), što je tipična lokalna vest/saobraćajni događaj."
793,related,0.74,"Naslov govori o stanju na putevima u Srbiji i upozorenju vozačima, što je tipično za vest/saobraćajni izveštaj i deluje relevantno kao informativni sadržaj."
794,related,0.74,"Naslov kombinuje sednicu Saveta za nacionalnu bezbednost, tabloidno izveštavanje o Trampu i komentar o tome kako vlast koristi (temu) intervencije u Venecueli—sve u okviru političko-bezbednosnog diskursa i medijske propagande, pa su teme međusobno povezane."
795,related,0.74,"Naslov govori o zimskom održavanju puteva u Beogradu (sneg u januaru, reakcija ekipa Beograd puta), što je tipično u domenu lokalnih komunalnih službi i saobraćajne infrastrukture."
796,related,0.62,"Naslov govori o pokretanju kotlova i izostanku grejanja za građane, što je tipično za temu javnog grejanja/energetike i komunalnih usluga."
797,related,0.62,"Naslov se odnosi na vremenske uslove (sneg) i reakciju gradskih službi, što je tipično za lokalne vesti o vremenu i komunalnim službama."
798,related,0.74,"Naslov se odnosi na političku izjavu o spoljnopolitičkoj orijentaciji Srbije (odnosi sa Rusijom/Kinom naspram EU), što je tipična tema vesti o politici i međunarodnim odnosima."
799,related,0.62,"Naslov govori o realizaciji prvih jutarnjih letova i mogućim kašnjenjima na beogradskom aerodromu, što je tipično povezano s aktuelnim stanjem/operacijama u avio-saobraćaju."
800,related,0.78,"Tekst govori o apelima Puteva Srbije vozačima zbog poledice i snega na putevima, što je tipično saobraćajno/putno upozorenje i stanje na putevima."
801,related,0.86,"Tekst je vremenska prognoza/vest o vremenskim prilikama (oblačno, hladno, sneg, ledena kiša) u Srbiji, što je tipično povezano sa meteorološkim informacijama."
802,related,0.62,Naslov na srpskom opisuje vest o povređenima u saobraćajnim nezgodama u Beogradu; bez dodatnog konteksta deluje kao tipična informativna vest.
803,related,0.62,Tekst je naslov vesti na srpskom o prekidu grejanja za 7.000 korisnika u Kruševcu; bez dodatnog konteksta deluje kao aktuelna informacija/vest.
804,related,0.62,"Naslov je na srpskom i deluje kao političko-društvena vest o lokalnoj upravi (plenum, načelnik opštinske uprave, plata). Bez dodatnog konteksta nije moguće preciznije odrediti temu ili kategoriju, ali je očigledno da je u domenu javne administracije i lokalne politike."
805,related,0.74,"Naslov se odnosi na politički dijalog Srbija–Kosovo i uslovljavanje nastavka dijaloga izručenjem Milana Radoičića, što je tipično za regionalne političke vesti."
806,related,0.62,"Naslov govori o određivanju pritvora osumnjičenom za grafite mržnje u Pančevu, što je tipično za rubriku crna hronika/pravosuđe i društvene teme; bez dodatnog konteksta ne može se preciznije povezati."
807,related,0.62,Naslov je na srpskom i govori o ponovnom uspostavljanju saobraćaja na Trgu Nikole Pašića nakon više od osam meseci; bez dodatnog konteksta pretpostavljam da se odnosi na aktuelne gradske/saobraćajne vesti.
808,related,0.74,"Naslov se bavi spoljnopolitičkom strategijom Srbije (dodvoravanje različitim akterima), što je u domenu politike i međunarodnih odnosa; bez dodatnog konteksta nije jasno na koji konkretan događaj/tekst se odnosi, ali tema je prepoznatljivo politička."
809,related,0.74,"Naslov se odnosi na radna mesta i upravljanje u Kolubari, uz tvrdnju o represiji zbog podrške studentima, što je tipično za vest/političko-društvenu temu."
810,related,0.74,"Naslov opisuje okupljanje/protest ispred Skupštine uz učešće studenata i građana, što je tipično povezano sa društveno-političkim događajima i javnim okupljanjima."
811,related,0.74,"Pitanje je na srpskom i traži pregled stavova struke, roditelja i učenika (Alfa i Z generacije) o predloženoj zakonskoj zabrani mobilnih telefona u školama. Bez dodatnog konteksta nije jasno na koji tačno članak/zemlju se odnosi, ali tema i namera su dovoljno jasni."
812,related,0.74,"Naslov govori o saobraćaju i ponovnom otvaranju Trga Nikole Pašića za saobraćaj, što je tipična vest iz domena saobraćaja/gradskih službi."
813,related,0.74,"Rečenica opisuje usporen saobraćaj na auto-putu Miloš Veliki zbog snega na kolovozu, što je tipična saobraćajna/putna vest."
814,related,0.74,"Naslov opisuje događaj vezan za studente u blokadi i okupljanje ispred Skupštine, što je tipično povezano s aktuelnim protestima/blokadama; kamioni za čišćenje snega su sporedni detalj istog događaja."
815,related,0.74,"Naslov govori o događaju u Kran-Montani u Švajcarskoj (poginuli i povređeni), uz izjavu ambasadora Srbije za N1, što je u domenu vesti o nesrećama i državljanima u inostranstvu."
816,related,0.78,"Naslov govori o zastojima u saobraćaju i ekipama ""Beograd puta"" na terenu, što je tipično za gradske servisne/saobraćajne vesti (GSP) i povezano je sa funkcionisanjem javnog prevoza i putne infrastrukture."
817,related,0.72,"Rečenica je naslov/vest na srpskom o pronalasku tela u Dunavu kod Novog Sada, što spada u lokalne vesti/crnu hroniku."
818,related,0.86,"Naslov govori o problemima gradske vlasti u Beogradu zbog snega i političkom zahtevu za ostavkom gradonačelnika Šapića, što je tipično za lokalne političko-komunalne vesti."
819,uncertain,0.5,"Naslov je na srpskom i deluje kao vest/saopštenje o vremenskim nepogodama (RHMZ) i preporukama MUP-a, ali bez dodatnog konteksta nije jasno u odnosu na šta treba proceniti povezanost (npr. sa prethodnom temom ili kategorijom)."
820,related,0.62,"Oba dela se odnose na Sanda Rašković Ivić: njenu izjavu o autentičnosti serije ""Tvrđava"" i anegdotu o grožđu koje je rodilo kod njene kuće. Deluje kao sažetak/tema jednog priloga ili teksta."
821,related,0.62,"Naslov govori o roditeljima učenika Jovine gimnazije koji se protive raseljavanju zbog sanacije kupole, što upućuje na temu obrazovanja/škole i lokalnih dešavanja."
822,related,0.74,"Naslov se odnosi na Elektrodistribuciju Srbije i kvarove na elektroenergetskoj mreži, što je tipično za vesti o snabdevanju električnom energijom i infrastrukturi."
823,related,0.74,"Naslov govori o prefarbavanju grafita mržnje usmerenog ka građanima Novog Pazara i Sjenice, što je tema društvenih odnosa i međugradske/međuetničke tolerancije, pa je verovatno povezano sa društveno-političkim vestima."
824,related,0.74,"Naslov govori o potencijalnom odštetnom zahtevu kompanije Rio Tinto prema Srbiji (1–1,5 milijardi evra), što je tema vezana za Rio Tinto i spor/odštetu u kontekstu Srbije."
825,related,0.86,"Naslov govori o čestitki Vučića Maduru povodom izborne pobede, što je politička vest o međunarodnim odnosima i izborima; tema je koherentna i jasno povezana."
826,related,0.74,"Naslov se odnosi na društveno/političko pitanje (odgovornost države) u vezi sa prekomernom upotrebom telefona kod dece, što je tipično tema javnog zdravlja, obrazovanja i regulacije tehnologije."
827,related,0.74,"Naslov govori o izjavi predsednika Srbije nakon Saveta nacionalne bezbednosti o planu udvostručavanja vojnih kapaciteta, što je tema nacionalne bezbednosti i vojne politike."
828,related,0.74,"Tekst je na srpskom i govori o odlaganju letova sa beogradskog aerodroma, što je tipično za vest/saobraćajnu informaciju i deluje tematski povezano sa aktuelnim događajima ili putovanjima."
829,uncertain,0.55,"Naslov je na srpskom i deluje kao citat/izjava (verovatno iz vesti ili intervjua) o tome da će godina biti teža i da nadu treba realizovati, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi (politika, ekonomija, sport itd.)."
830,related,0.74,"Naslov govori o snegu koji je iznenadio gradske službe u Beogradu u januaru i o zastoju gradskog prevoza, što je tipično za vest o vremenskim uslovima i posledicama na saobraćaj/komunalne službe."
831,related,0.74,"Izjava govori o sednici Saveta i ocenjuje pristup međunarodnoj politici, uz komentar o irelevantnosti stava Srbije o događajima u Latinskoj Americi—tematski povezano sa međunarodnim odnosima i političkim stavovima."
832,related,0.74,"Naslov govori o grafitima mržnje i oskrnavljenoj spomen-ploči, uz tvrdnju da počinioci ostaju nekažnjeni i da vlast štiti određene aktere—tema je društveno-politička i vezana za vandalizam, govor mržnje i odgovornost vlasti."
833,related,0.74,"Izgleda kao naslov/tema o troškovima života i borbi za transplantaciju organa (humanitarna/medicinska priča), što je u skladu sa sadržajem o zdravlju i društvenim pitanjima."
834,related,0.74,"Izgleda kao naslov/vest na srpskom o stanju pripravnosti službe Beograd-put zbog snega; bez dodatnog konteksta nije jasno na šta tačno treba odgovoriti, ali tema je koherentna."
835,related,0.74,"Pitanje se odnosi na političku temu i javnu bezbednost/legitimnost (Vučić i kretanje po gradovima Srbije), što je u domenu društveno-političkih diskusija i aktuelnih događaja."
836,related,0.74,"Naslov govori o uklanjanju novogodišnjih kućica ispred Skupštine i stanju saobraćaja, što je tipično za vest o gradskim dešavanjima/infrastrukturi i javnom prostoru."
837,related,0.93,"Naslov opisuje vremensku prognozu za Srbiju (zahlađenje, sneg, toplije na jugu uz kišu), što je tipična vest o vremenskim prilikama."
838,related,0.74,"Naslov sugeriše temu javne potrošnje/infrastrukturnog projekta (vidikovac na Kablaru) i potencijalnog problema/bezbednosnog rizika (stena puca), što je uobičajeno povezano sa vestima o lokalnoj politici i javnim radovima."
839,related,0.93,"Naslov govori o doniranju sperme, fenomenu velikog broja potomaka od jednog donora („vikinška sperma“) i pravilima doniranja u Srbiji, što je tema iz oblasti reproduktivnog zdravlja i regulative."
840,related,0.74,"Naslov govori o politički motivisanom produženju mandata rukovodilaca zdravstvenih ustanova u Nišu, što je tema iz domena politike i javne uprave u zdravstvu."
841,related,0.62,Naslov opisuje saobraćajni incident (sudar tramvaja) i policijski uviđaj; bez dodatnog konteksta pretpostavljam da je tema aktuelna vest/saobraćaj u Beogradu.
842,related,0.74,"Naslov govori o izolaciji Srbije i navodi Popovljevu ocenu da je uzrok današnja Vučićeva politika „sedenja na četiri stolice“, što je politički komentar o spoljnopolitičkom kursu i međunarodnom položaju Srbije."
843,related,0.62,"Naslov na srpskom govori o uklanjanju kućica iz božićnog seoceta ispred Skupštine, što je tipično za lokalne vesti/događaje i može biti povezano sa javnim prostorom, gradskim dešavanjima ili komunalnim radovima."
844,related,0.74,"Naslov se odnosi na e-bolovanje (digitalno bolovanje) i potencijalne probleme ako sistem ne radi, što je uobičajena tema u kontekstu digitalizacije javnih usluga i zdravstvene administracije."
845,related,0.86,"Naslov se odnosi na stanje na putevima i vremenske uslove (vlažni putevi, sneg na kolovozu), što je tipično saopštenje JP Putevi Srbije o bezbednosti i prohodnosti saobraćajnica."
846,related,0.74,"Naslov govori o uklanjanju panoramskog točka u centru Zrenjanina zbog navodne nebezbednosti, što je tipična lokalna vest o javnoj bezbednosti i komunalnim radovima."
847,related,0.74,"Naslov govori o grafitu sa porukom koja aludira na ratne zločine i etničko nasilje, uz navod da su ga 'čuvala' maloletna lica. To je tema vezana za govor mržnje/ekstremizam i bezbednosne incidente, pa je verovatno relevantno za takav kontekst."
848,related,0.74,"Naslov govori o pretnji paljenjem redakcije i reakciji UNS-a, što spada u temu bezbednosti novinara i slobode medija."
849,related,0.78,"Naslov govori o nestalom srpskom mladiću i njegovom herojstvu u diskoteci; deluje kao vest/izjava privrednika iz Kran-Montane o tom slučaju, pa su teme povezane."
850,uncertain,0.55,"Naslov je na srpskom i deluje kao političko-društvena izjava o odnosu vlasti i akademske zajednice, ali bez dodatnog konteksta (izvor, tema razgovora ili šta treba proceniti) nije jasno u odnosu na šta se traži klasifikacija."
851,related,0.74,"Naslov opisuje događaj (Novogodišnji bazar) i posećenost nakon snežnog jutra, što je tipično za vest/izveštaj o lokalnom dešavanju; bez dodatnog konteksta ne može se preciznije povezati, ali deluje tematski koherentno."
852,related,0.74,"Naslov govori o političkoj opoziciji i studentskoj listi kao strategiji za pobedu Vučića, što je tipična tema političkih vesti/izjava u Srbiji."
853,related,0.62,"Naslov govori o ambasadoru Srbije u Švajcarskoj i prebacivanju povređene osobe srpske nacionalnosti u Austriju ili Nemačku, što je tipično povezano sa aktuelnim događajem/incidentom sa povređenima u Švajcarskoj."
854,related,0.74,"Naslov se odnosi na upozorenje RHMZ i moguće probleme u snabdevanju usled vremenskih uslova, što je tipično za vesti o vremenskim upozorenjima i posledicama na infrastrukturu."
855,related,0.62,"The headline is in Slovene and refers to a desecrated memorial plaque to Dušan Jovanović; it appears to be a news item about vandalism/commemoration, but without additional context it's unclear what broader topic it should be related to."
856,related,0.74,"Naslov govori o vremenu održavanja parlamentarnih izbora i mogućem spajanju sa predsedničkim, što je tema političkih izbora i izbornog kalendara."
857,related,0.62,"Naslov govori o inicijativi Saveza slepih Srbije za ozakonjenje Brajevog pisma, što je tema vezana za prava osoba sa invaliditetom i pristupačnost."
858,uncertain,0.55,"Izjava je politička tvrdnja o ličnom ponašanju („nikad“), koju nije moguće potvrditi ili opovrgnuti bez dodatnih dokaza i konteksta (npr. konkretnih optužbi, nalaza institucija, sudskih presuda ili nezavisnih izveštaja)."
859,related,0.74,"Rečenica je na srpskom i izgleda kao naslov/vest o dobitnicima novinarske nagrade portala Zoomer, što je tipično za medijski sadržaj."
860,related,0.74,"Izjava se odnosi na političke stavove Ivice Dačića o vanrednim izborima, što je tipično za vest/politički naslov i deluje tematski koherentno."
861,related,0.62,"Poruka opisuje stanje na Novogodišnjem bazaru ispred skupštine (nema ljudi, štandovi zatvoreni), što je tipično vezano za lokalni događaj/organizaciju i aktuelna dešavanja."
862,uncertain,0.55,"Tekst izgleda kao naslov/tema o istraživačkom novinarstvu u 2025. godini, ali bez dodatnog konteksta nije jasno na šta se tačno odnosi niti da li je povezano s nekom konkretnom prethodnom temom."
863,related,0.74,"Naslov govori o apelu javnog preduzeća Srbijašume građanima da ne seku/uništavaju mlade hrastove za Božić, što je tema zaštite šuma i očuvanja prirodnih resursa."
864,related,0.62,"Naslov govori o dočeku Nove godine na Divčibarama i broju gostiju, što je tipično za vest iz oblasti turizma/putovanja i zimskog odmora, iako se pominje izostanak skijaške sezone."
865,related,0.74,"Naslov tvrdi da ljudi iz „Ćacilenda“ obilaze restorane i uzimaju reket, uz navod da policija ne sprečava; to je tema kriminala/iznude i (ne)postupanja policije, pa je sadržajno koherentno."
866,related,0.86,"Tekst opisuje vremenske prilike u Srbiji (sneg u Beogradu, zahlađenje, na jugu i istoku toplije i kišovito), što je tipično za meteorološku/vest o vremenu."
867,related,0.86,"Tekst opisuje problem nesanitarne deponije blizu kuća u opštini Ćićevac i navodi da nema plana, što je u skladu sa temama javnog zdravlja, zaštite životne sredine i lokalne uprave."
868,uncertain,0.55,"Upit je nedovršen: 'Na današnji dan, 3. januar' ne navodi šta tačno tražite (događaje, rođendane, praznike, istorijske činjenice) niti kontekst (zemlja/jezik)."
869,related,0.62,"Naslov opisuje događaj spašavanja (vatrogasci izvukli muškarca iz bunara kod Kragujevca), što je tipično za lokalne vesti/crnu hroniku i vanredne intervencije."
870,related,0.93,"Tekst je meteorološka vest/saopštenje RHMZ o vremenskoj prognozi (kiša, moguć sneg), što je tipično za rubriku vremenske prilike."
871,related,0.74,Naslov se odnosi na najavu gradonačelnika Šapića o preuređenju Trga i postavlja pitanje da li je reč o zaštiti kulturnog nasleđa ili skupom građevinskom zahvatu koji će finansirati građani—tema je javna politika/urbanizam i trošenje javnog novca.
872,related,0.74,"Naslov govori o požaru u Švajcarskoj i povređenim/nestaloj osobama; tema je aktuelni događaj/incident, što je tipično povezano sa vestima o nesrećama i vanrednim situacijama."
873,related,0.74,Rečenica govori o odlaganju izbora i proceni da bi studenti imali manje šanse da su izbori održani ranije; to je politička tema o izborima i strategiji vlasti.
874,related,0.74,"Naslov se odnosi na političko-urbanističku temu (povlačenje Kušnera i budućnost Generalštaba) i implicira nastavak odluka vlasti; bez dodatnog konteksta nije moguće preciznije, ali deluje kao aktuelna vest/analiza o državnim potezima."
875,related,0.78,"Naslov je na srpskom i deluje kao političko-društvena vest/izjava (Akademski plenum nudi Vučiću istorijsku literaturu), što je tipično za rubriku vesti/politike i verovatno je relevantno u tom kontekstu."
876,related,0.78,"Naslov govori o saobraćajnim gužvama i čekanjima na graničnim prelazima (Batrovci, Šid), što je tipično u domenu vesti o putevima/saobraćaju koje objavljuju Putevi Srbije."
877,uncertain,0.62,"Upit je na srpskom i deluje kao zahtev za informacijom o pešačkom prelazu/pešaku ili ulici/stradi u Banatskom Novom Selu, ali je previše kratak i nejasan da bi se tačno odredila namera."
878,related,0.74,"Naslov je na srpskom i govori o upozorenju vozačima zbog ledene kiše i snega, što je tipična vest/saobraćajno-vremenska informacija i deluje tematski povezano sa aktuelnim uslovima na putevima."
879,related,0.74,"Naslov se odnosi na političku izjavu o savremenoj Srbiji u poređenju sa devedesetima, što je tipično za domaće političke vesti i javne polemike."
880,related,0.74,Naslov je na srpskom i govori o povređenima u požaru u Kran-Montani; deluje kao vest iz regiona/šireg okruženja i tematski je u domenu aktuelnih događaja.
881,related,0.86,"Naslov se odnosi na analizu medija (Newsweek) o Vučiću i rastućem pritisku protesta protiv korupcije, što je u skladu sa temom političkih protesta i korupcije u Srbiji."
882,related,0.74,"Naslov deluje kao političko-društvena vest o zajedničkom pojavljivanju Andreja Vučića i Luke Petrovića u prazničnom događaju, sa opisom atmosfere (pasulj, osmeh, toplina)."
883,related,0.74,"Naslov se odnosi na obrazovanje i visokoškolske studije (Ministarstvo prosvete i studenti Univerziteta Megatrend), što je tipično povezano sa temama o školstvu i akademskim institucijama."
884,related,0.62,"Naslov govori o ambasadoru Srbije u Švajcarskoj i prijavi nestanka srpskog državljanina, što je tipično za vest iz domena politike/diplomatije i javnih informacija."
885,related,0.74,"Naslov opisuje lokalni incident (pretučen građanin) i političku optužbu protiv predsednika opštinske skupštine, što spada u vesti o društvenim događajima i lokalnoj politici."
886,related,0.74,"Naslov se odnosi na političku izjavu o Srbiji, njenoj spoljnoj politici/izolaciji i poređenju Vučića sa Miloševićem, što je tipično za domaće političke vesti i komentare."
887,related,0.62,"Naslov opisuje železničku nesreću (cisterne sa fosfornom kiselinom iskliznule sa šina) na pruzi Niš–Zaječar, što je tipično za vest o incidentu/saobraćaju i potencijalnom hemijskom udesu."
888,related,0.62,Naslov je na srpskom i govori o hapšenju srpskog državljanina na graničnom prelazu Ranče zbog vožnje pod dejstvom kokaina; deluje kao tipična vest iz rubrike hronika/kriminal.
889,related,0.74,"Naslov je na srpskom i deluje kao novinski/intervju sadržaj o studentskoj borbi i dekanici FPN; bez dodatnog konteksta ne može se preciznije povezati, ali tema je jasno društveno-politička i koherentna."
890,uncertain,0.55,"Naslov je na srpskom i deluje kao novinska tvrdnja o broju kladionica/kockarnica u Srbiji tokom 2025. Bez dodatnog konteksta (izvor, metodologija, da li se radi o registrima ili fizičkim lokacijama) ne mogu pouzdano potvrditi tačnost niti proceniti da li je broj uporediv sa drugim zemljama."
891,related,0.74,"Naslov je na srpskom i govori o političkoj temi (smena režima i uloga autentične desnice), što je tipično za vest/izjavu u domaćem političkom kontekstu."
892,related,0.74,"Naslov govori o migracijama i spremnosti institucija za povećan broj migranata, što je koherentno i tematski povezano (2025. broj evidentiranih, 2026. pripreme)."
893,related,0.62,"Naslov se odnosi na apel Spomen-parka Šumarice u Kragujevcu građanima da ne seku mlada hrastova stabla, što je tema vezana za lokalnu zajednicu i zaštitu javnog prostora/životne sredine."
894,related,0.74,Naslov je na srpskom i deluje kao politički intervju o opoziciji i studentima; bez dodatnog konteksta pretpostavljam da je relevantno za teme politike/društva.
895,related,0.62,"Naslov je na srpskom i deluje kao politička izjava (Đilas o spremnosti da se ne nađe na budućoj izbornoj listi radi jedinstva). Bez dodatnog konteksta nije moguće preciznije odrediti na šta se tačno odnosi, ali je jasno da je tema izborna politika i opoziciono jedinstvo."
896,related,0.74,Naslov je na srpskom i odnosi se na izjavu Cvejića (SRCE) o Vučićevoj spoljnoj politici; deluje kao politička vest/komentar o spoljnoj politici Srbije.
897,related,0.86,Naslov govori o medijskoj situaciji u Srbiji i navodi ANEM kao izvor; tema je jasno vezana za stanje medijskih sloboda/okruženja u Srbiji.
898,related,0.74,"Izjava je konkretna i proverljiva (tvrdnja o zapleni >6 tona droge u 2025), ali bez dodatnog konteksta/izvora ne mogu potvrditi tačnost; deluje kao tipična statistika koju bi MUP mogao objaviti."
899,related,0.74,"Naslov opisuje saobraćajnu nesreću (sudar dva kamiona) u Loznici sa smrtnim ishodom, što je tipično za rubriku vesti/crna hronika."
900,related,0.74,"Naslov govori o ambasadi Srbije u Švajcarskoj i pomoći srpskim državljanima, što je tipično za vest iz domena javnih službi/diplomatije i informisanja građana."
901,related,0.62,"User provided a Serbian headline about a photojournalist walking across Serbia with students; without additional context, it appears like a news headline likely related to current events/social movements, but the exact target topic is unspecified."
902,related,0.74,"Naslov govori o noćnim intervencijama Hitne pomoći u Beogradu i lakšoj povredi u saobraćajnoj nezgodi, što je tipično za lokalne vesti/izveštaje o hitnim službama i saobraćaju."
903,uncertain,0.62,"Naslov je na srpskom i deluje kao tema/članak o kafiću „Zvuci srca“ koji ima društvenu misiju, ali bez dodatnog konteksta nije jasno u odnosu na šta treba proceniti povezanost."
904,related,0.86,"Tekst je saobraćajno obaveštenje (AMSS) o pojačanom saobraćaju i mogućoj magli, što je tipično za vesti o stanju na putevima."
905,related,0.86,"Tekst je na srpskom i zvuči kao naslov vremenske prognoze (promenljivo i osetno toplije, do 15°C na zapadu), što je tipično za vest/izveštaj o vremenu."
906,uncertain,0.34,"Upit je nedovršen: 'Na današnji dan, 2. januar' ne navodi šta tačno tražite (događaje, rođendane, praznike, istorijske činjenice) niti kontekst (zemlja/jezik)."
907,related,0.62,"Naslov govori o poskupljenju komunalnih usluga i obdaništa u Požarevcu, što je tipično lokalna vest iz Srbije i uklapa se u teme o cenama/uslugama u opštinama."
908,related,0.74,"Tekst je na srpskom i govori o utiscima sa dočeka Nove godine u Beogradu, što je tipična tema iz vesti/događaja; bez dodatnog konteksta deluje kao relevantan naslov o lokalnom događaju."
909,related,0.62,Rečenica je na srpskom i izgleda kao naslov vesti o demografiji/porodilištu u Vranju tokom novogodišnje noći; bez dodatnog konteksta pretpostavljam da je u okviru iste teme.
910,related,0.74,"Opisuje stanje 'božićnog seoceta' ispred Skupštine prvog dana 2026. (prazno, štandovi zatvoreni), što je tipičan sadržaj video-priloga/vesti o događaju na toj lokaciji."
911,related,0.74,Tekst je naslov/vest na srpskom o smrti bivšeg predsednika Skupštine Kosova Nedžata Dacija; deluje kao aktuelna politička vest.
912,related,0.74,"Rečenica opisuje stanje na graničnom prelazu Batrovci (zadržavanja/čekanja vozila), što je tipično za saobraćajne/putne informacije i gužve na granicama."
913,related,0.86,"Naslov se odnosi na EPS (Elektroprivreda Srbije) i njegov rad/performanse, što je tipično u domenu energetike i javnih preduzeća."
914,related,0.62,"Tekst govori o apelima Puteva Srbije vozačima zbog vlažnih kolovoza i snega, što je tipično za saobraćajne/putne uslove i bezbednost u vožnji."
