,headline,url,datePublished,Related,doc_id,language,events
2530,Vučić: Dijalog jedini način za izlazak iz političke krize u Srbiji; Makron: Pronaći put ka dijalogu i jačanju poverenja u institucije,https://www.rts.rs/vesti/politika/5647763/vucic-makron-razgovor.html,"subota, 08. feb 2025, 13:57 -> 15:59",vezano za proteste,2520,und,[]
2531,"Vučević: Neću povući ostavku, ja sam za izbor novog mandatara i nove vlade",https://www.rts.rs/vesti/politika/5647758/vucevic-necu-povuci-ostavku-ja-sam-za-izbor-novog-mandatara-i-nove-vlade.html,"subota, 08. feb 2025, 13:07 -> 13:18",vezano za proteste,2521,und,"[{'event_type': 'resignation', 'trigger': 'Neću povući ostavku', 'locations': [], 'actors': ['Vučević'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
2532,"Ruska stranka demantovala svoje jučerašnje saopštenje, ipak nastavljaju podršku SNS-u i gradskoj upravi u Nišu",https://www.rts.rs/vesti/politika/5647747/ruska-stranka-demantovala-svoje-jucerasnje-saopstenje-ipak-nastavljaju-podrsku-sns-u-i-gradskoj-upravi-u-nisu.html,"subota, 08. feb 2025, 12:21 -> 13:30",nije vezano za proteste,2522,und,[]
2533,"Petković: Priština plasira laži uoči izbora, raseljeni Srbi sa Kosova moći će da dođu na glasanje",https://www.rts.rs/vesti/politika/5647732/petkovic-pristina-plasira-lazi-uoci-izbora-raseljeni-srbi-sa-kosova-moci-ce-da-dodju-na-glasanje.html,"subota, 08. feb 2025, 11:08 -> 11:16",vezano za proteste,2523,und,[]
2534,"Predsednik Srpske liste: Sutra nemamo pravo na grešku, Srbi da glasaju u što većem broju",https://www.rts.rs/vesti/politika/5647690/predsednik-srpske-liste-sutra-nemamo-pravo-na-gresku-srbi-da-glasaju-u-sto-vecem-broju.html,"subota, 08. feb 2025, 08:40 -> 08:53",vezano za proteste,2524,und,[]
2535,Vučić u Kikindi: U Srbiji neće biti revolucije; Srbi sa KiM da izađu na izbore i glasaju za Srpsku listu,https://www.rts.rs/vesti/politika/5647684/vucic-poseta-severnobanatskom-i-srednjobanatskom-okrugu.html,"subota, 08. feb 2025, 07:43 -> 19:56",vezano za proteste,2525,und,[]
2536,"Milivojević: Grenel govori u ime Bele kuće, stav prema Kurtiju nije pozitivan",https://www.rts.rs/vesti/politika/5647669/milivojevic-grenel-govori-u-ime-bele-kuce-stav-prema-kurtiju-nije-pozitivan.html,"subota, 08. feb 2025, 07:11 -> 08:26",nije vezano za proteste,2526,und,[]
2537,Organizovani prevoz birača na dan izbora na KiM neće biti moguć bez prethodne dozvole,https://www.rts.rs/vesti/politika/5647607/kim-izbori-prevoz.html,"petak, 07. feb 2025, 22:07 -> 22:25",vezano za proteste,2527,und,[]
2538,Niš: Ruska stranka uskratila podršku koaliciji oko naprednjaka,https://www.rts.rs/vesti/politika/5647564/nis-ruska-stranka-uskratila-podrsku-koaliciji-oko-naprednjaka.html,"petak, 07. feb 2025, 20:53 -> 22:36",vezano za proteste,2528,und,[]
2539,"Srpska lista održala završni miting u Zvečanu, pozvala Srbe da u što većem broju izađu na izbore",https://www.rts.rs/vesti/politika/5647259/srpska-lista-odrzala-zavrsni-miting-u-zvecanu-pozvala-srbe-da-u-sto-vecem-broju-izadju-na-izbore.html,"petak, 07. feb 2025, 16:08 -> 19:27",vezano za proteste,2529,und,[]
2540,Novi zahtev sudu u Prištini da Trajkoviću odredi kućni pritvor,https://www.rts.rs/vesti/politika/5646621/sladjan-trjkovic-kim-pristina.html,"petak, 07. feb 2025, 12:49 -> 13:15",vezano za proteste,2530,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'zahtev sudu', 'locations': ['Priština'], 'actors': [], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Request for house arrest related to Trajković.'}]"
2541,"Vučić u Čoki: Na računu imamo gotovo pet milijardi evra, BDP ove godine dostiže 90 milijardi",https://www.rts.rs/vesti/politika/5646564/vucic-u-coki-na-racunu-imamo-gotovo-pet-milijardi-evra-bdp-ove-godine-dostize-90-milijardi.html,"petak, 07. feb 2025, 12:20 -> 14:08",vezano za proteste,2531,und,[]
2542,Vučić: Na Sretenje ili dan ranije donećemo deklaraciju o Vojvodini u Srbiji,https://www.rts.rs/vesti/politika/5646345/vucic-na-sretenje-ili-dan-ranije-donecemo-deklaraciju-o-vojvodini-u-srbiji.html,"petak, 07. feb 2025, 10:42 -> 10:48",vezano za proteste,2532,und,[]
2543,"Grenel: Kurti je u zabludi, odnosi Vašingtona i Prištine na najnižem nivou",https://www.rts.rs/vesti/politika/5646240/grenel-kurti-kim.html,"petak, 07. feb 2025, 08:50 -> 09:15",nije vezano za proteste,2533,und,[]
2544,"Uoči izbora na KiM, ko može glasati iz centralne Srbije i gde",https://www.rts.rs/vesti/politika/5646209/uoci-izbora-na-kim-ko-moze-glasati-iz-centralne-srbije-i-gde.html,"petak, 07. feb 2025, 08:01 -> 09:07",vezano za proteste,2534,und,[]
2545,"Vučić za RTS: Insistiraću na dijalogu, verujem da će studenti imati više hrabrosti od nekih profesora",https://www.rts.rs/vesti/politika/5646036/vucic-za-rts-insistiracu-na-dijalogu-verujem-da-ce-studenti-imati-vise-hrabrosti-od-nekih-profesora.html,"četvrtak, 06. feb 2025, 20:55 -> 22:37",vezano za proteste,2535,und,[]
2546,Sorensen razgovarao sa Petkovićem i Bisljimijem,https://www.rts.rs/vesti/politika/5646057/sorensen-razgovarao-sa-petkovicem-i-bisljimijem.html,"četvrtak, 06. feb 2025, 20:37 -> 20:48",vezano za proteste,2536,und,[]
2547,Zastave Albanije i bivše OVK na igralištu u srpskom delu Orahovca,https://www.rts.rs/vesti/politika/5645974/zastave-ovk-i-albanije-orahovac.html,"četvrtak, 06. feb 2025, 19:04 -> 19:10",vezano za proteste,2537,und,[]
2548,Svedoci tužilaštva u Prištini: Nismo videli Kostića i Milovića na mestu zločina,https://www.rts.rs/vesti/politika/5645863/svedoci-tuzilastva-u-pristini-nismo-videli-kostica-i-milovica-na-mestu-zlocina.html,"četvrtak, 06. feb 2025, 16:15 -> 16:30",vezano za proteste,2538,und,[]
2549,Na kući Jankovića u selu Bušince ispisani grafiti UČK,https://www.rts.rs/vesti/politika/5645795/srpska-lsita-uck-kuca-jankovici.html,"četvrtak, 06. feb 2025, 14:38 -> 14:47",vezano za proteste,2539,und,"[{'event_type': 'clash_police_action', 'trigger': 'grafiti UČK', 'locations': ['selo Bušince'], 'actors': ['Jankovića'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Property defacement with political implications.'}]"
2550,Predsednik Aleksandar Vučić večeras gost emisije Četvrtkom u 9,https://www.rts.rs/vesti/politika/5645524/predsednik-aleksandar-vucic-veceras-gost-emisije-cetvrtkom-u-9.html,"četvrtak, 06. feb 2025, 12:17 -> 12:51",vezano za proteste,2540,und,[]
2551,"Saradnja, istorijsko nasleđe, žuti autobusi i naravno Piksi - iz ugla japanskog ambasadora u Beogradu",https://www.rts.rs/vesti/politika/5645461/saradnja-istorijsko-nasledje-zuti-autobusi-i-naravno-piksi---iz-ugla-japanskog-ambasadora-u-beogradu.html,"četvrtak, 06. feb 2025, 11:41 -> 17:34",vezano za proteste,2541,und,[]
2552,Šolc pisao Vučiću: Nemačka će učestvovati na izložbi Ekspo u Beogradu,https://www.rts.rs/vesti/politika/5645367/vucic-solc-ekspo-pismo.html,"četvrtak, 06. feb 2025, 10:11 -> 10:26",vezano za proteste,2542,und,[]
2553,Mali: Vlada donela rešenje - za visoko obrazovanje dodatnih 12 milijardi dinara ,https://www.rts.rs/vesti/politika/5645334/sinisa-mali-studenti-sredstva-visoko-obrazovanje.html,"četvrtak, 06. feb 2025, 09:48 -> 09:58",vezano za proteste,2543,und,"[{'event_type': 'government_response_policy', 'trigger': 'Vlada donela rešenje', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Related to additional funding for higher education.'}]"
2554,Mitropolit Teodosije pozvao Srbe da glasaju na izborima na KiM u što većem broju,https://www.rts.rs/vesti/politika/5645302/mitropolit-teodosije-pozvao-srbe-da-glasaju-na-izborima-na-kim-u-sto-vecem-broju.html,"četvrtak, 06. feb 2025, 09:24 -> 09:44",vezano za proteste,2544,und,[]
2555,Interno raseljeni Srbi pozvani da glasaju na izborima na Kosovu i Metohiji,https://www.rts.rs/vesti/politika/5645058/interno-raseljeni-srbi-pozvani-da-glasaju-na-izborima-na-kosovu-i-metohiji.html,"sreda, 05. feb 2025, 18:52 -> 20:31",vezano za proteste,2545,und,[]
2556,Đurić razgovarao sa pomoćnikom za Evropu i Evroaziju u Stejt departmentu Luisom Bonoom,https://www.rts.rs/vesti/politika/5645035/djuric-razgovarao-sa-pomocnikom-za-evropu-i-evroaziju-u-stejt-departmentu-luisom-bonoom.html,"sreda, 05. feb 2025, 18:31 -> 18:36",vezano za proteste,2546,und,[]
2557,"Vučevićeva ostavka stigla u Skupštinu Srbije, koji su naredni koraci",https://www.rts.rs/vesti/politika/5644903/vuceviceva-ostavka-stigla-u-skupstinu-srbije-koji-su-naredni-koraci.html,"sreda, 05. feb 2025, 16:01 -> 19:44",vezano za proteste,2547,und,"[{'event_type': 'resignation', 'trigger': 'ostavka stigla u Skupštinu', 'locations': [], 'actors': ['Vučević'], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
2558,"Miting Srpske liste u Kosovskoj Mitrovici: Moramo da podignemo glavu, ujedinimo se i zajedno pobedimo",https://www.rts.rs/vesti/politika/5644865/srpska-lista-izbori-kosovo-metohija-mitrovica-miting.html,"sreda, 05. feb 2025, 15:49 -> 16:42",vezano za proteste,2548,und,[]
2559,Marta Kos: Važno je stvoriti uslove za dijalog koji uključuje sve zainteresovane strane,https://www.rts.rs/vesti/politika/5644423/marta-kos-eu-srbija-protesti.html,"sreda, 05. feb 2025, 11:33 -> 21:17",vezano za proteste,2549,und,[]
2560,"Počelo novo suđenje Časlavu Joliću, optuženom za navodne ratne zločine na KiM",https://www.rts.rs/vesti/politika/5644405/pocelo-novo-sudjenje-caslavu-jolicu-optuzenom-za-navodne-ratne-zlocine-na-kim.html,"sreda, 05. feb 2025, 11:19 -> 14:37",vezano za proteste,2550,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'suđenje', 'locations': [], 'actors': ['Časlav Jolić'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Trial related to alleged war crimes.'}]"
2561,Vučević: U naredne dve nedelje odluka o formiranju nove vlade ili novim izborima,https://www.rts.rs/vesti/politika/5644350/vucevic-u-naredne-dve-nedelje-odluka-o-formiranju-nove-vlade-ili-novim-izborima.html,"sreda, 05. feb 2025, 10:31 -> 14:17",vezano za proteste,2551,und,[]
2562,Rod Blagojević za RTS: Trampova pobeda otvara nove šanse za Srbiju,https://www.rts.rs/vesti/politika/5644347/sad-srbija-donald-tramp-aleksandar-vucic-rod-blagojevic.html,"sreda, 05. feb 2025, 10:25 -> 18:11",vezano za proteste,2552,und,[]
2563,"Danijela Nikolić o izborima na KiM: Srbi treba da pokažu sabornost, slogu i jedinstvo",https://www.rts.rs/vesti/politika/5644233/danijela-nikolic-o-izborima-na-kim-srbi-treba-da-pokazu-sabornost-slogu-i-jedinstvo.html,"sreda, 05. feb 2025, 09:00 -> 11:18",vezano za proteste,2553,und,[]
2564,Takovska 10 - Studentski protesti kao ogledalo društva: Koliko je Srbija spremna za razgovor između blokada i nadležnosti,https://www.rts.rs/vesti/politika/5644102/takovska-10---studentski-protesti-kao-ogledalo-drustva-koliko-je-srbija-spremna-za-razgovor-izmedju-blokada-i-nadleznosti.html,"utorak, 04. feb 2025, 23:00 -> 01:13",vezano za proteste,2554,und,[]
2565,Srpska lista u Leposaviću: Niko na tlu Evrope nije preživeo ono što je srpski narod od Kurtijevog režima,https://www.rts.rs/vesti/politika/5644117/srpska-lista-u-leposavicu-niko-na-tlu-evrope-nije-preziveo-ono-sto-je-srpski-narod-od-kurtijevog-rezima.html,"utorak, 04. feb 2025, 20:08 -> 21:39",vezano za proteste,2555,und,[]
2566,"Vučić sa Fon der Lajen o aktuelnoj situaciji u Srbiji, evropskom putu i reformama",https://www.rts.rs/vesti/politika/5643859/vucic-sa-fon-der-lajen-o-aktuelnoj-situaciji-u-srbiji-evropskom-putu-i-reformama.html,"utorak, 04. feb 2025, 16:30 -> 16:38",vezano za proteste,2556,und,[]
2567,Aleksić: Prelazna vlada jedini način za izlazak iz krize; Đurićeva: Ko je ovlastio opoziciju da to zatraži?,https://www.rts.rs/vesti/politika/5643761/aleksic-prelazna-vlada-jedini-nacin-za-izlazak-iz-krize-djuriceva-ko-je-ovlastio-opoziciju-da-to-zatrazi.html,"utorak, 04. feb 2025, 15:40 -> 17:38",vezano za proteste,2557,und,"[{'event_type': 'protest', 'trigger': 'proteste', 'locations': [], 'actors': ['opozicija'], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Mention of opposition taking over protests.'}]"
2568,"Rod Blagojević u Beogradu, sastao se sa predsednikom Vučićem",https://www.rts.rs/vesti/politika/5643588/rod-blagojevic-u-beogradu-sastao-se-sa-predsednikom-vucicem.html,"utorak, 04. feb 2025, 14:28 -> 14:36",vezano za proteste,2558,und,[]
2569,Đurić u Hagu: Srbija nudi neverovatne mogućnosti za investicije,https://www.rts.rs/vesti/politika/5643346/marko-djuric-hag.html,"utorak, 04. feb 2025, 11:47 -> 19:54",vezano za proteste,2559,und,[]
2570,Vučić sa Dodikom: Zajednički cilj očuvanje mira i stabilnosti,https://www.rts.rs/vesti/politika/5643341/aleksandar-vucic-dodik.html,"utorak, 04. feb 2025, 11:38 -> 13:54",vezano za proteste,2560,und,[]
2571,"Bilčik za RTS: Pozdravljam poziv na dijalog, Univerzitet ima veliku odgovornost",https://www.rts.rs/vesti/politika/5643239/vladimir-bilcik-studentski-protesti-dijalog-aleksandar-vucic-evropa.html,"utorak, 04. feb 2025, 10:40 -> 11:09",vezano za proteste,2561,und,[]
2572,Miting Srpske liste u Donjoj Gušterici,https://www.rts.rs/vesti/politika/5643035/miting-srpske-liste-u-donjoj-gusterici.html,"ponedeljak, 03. feb 2025, 19:17 -> 19:34",vezano za proteste,2562,und,[]
2573, Postignut dogovor o poboljšanju uslova rada u ustanovama studentskog standarda,https://www.rts.rs/vesti/politika/5642971/-postignut-dogovor-o-poboljsanju-uslova-rada-u-ustanovama-studentskog-standarda.html,"ponedeljak, 03. feb 2025, 16:41 -> 17:12",vezano za proteste,2563,und,[]
2574,"Đurić: Srbiji fokus na jačanju odnosa u međunarodnoj zajednici, pre svega sa EU",https://www.rts.rs/vesti/politika/5642965/djuric-srbiji-fokus-na-jacanju-odnosa-u-medjunarodnoj-zajednici-pre-svega-sa-eu.html,"ponedeljak, 03. feb 2025, 16:27 -> 19:50",vezano za proteste,2564,und,[]
2575,Grenel: Vlada Aljbina Kurtija nije bila pouzdan partner,https://www.rts.rs/vesti/politika/5642935/grenel-vlada-aljbina-kurtija-nije-bila-pouzdan-partner.html,"ponedeljak, 03. feb 2025, 15:57 -> 16:18",nije vezano za proteste,2565,und,[]
2576,"Suđenje dvojici Srba za navodni ratni zločin na KiM, svedoci nisu došli na ročište",https://www.rts.rs/vesti/politika/5642884/sudjenje-dvojici-srba-za-navodni-ratni-zlocin-na-kim-svedoci-nisu-dosli-na-rociste.html,"ponedeljak, 03. feb 2025, 15:27 -> 14:36",vezano za proteste,2566,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'Suđenje dvojici Srba', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Trial for alleged war crimes.'}]"
2577,Predsednik Vučić pozvao Rektorski kolegijum UB na dijalog u sredu o rešenju za postojeću situaciju,https://www.rts.rs/vesti/politika/5642724/vucic-poziv-rektorski-kolegijum-blokade-studenata.html,"ponedeljak, 03. feb 2025, 12:32 -> 06:34",vezano za proteste,2567,und,[]
2578,Vučić u kuhinji Predsedništva: U pripremu hrane se razumem kao oni u politiku,https://www.rts.rs/vesti/politika/5642622/vucic-u-kuhinji-predsednistva-u-pripremu-hrane-se-razumem-kao-oni-u-politiku.html,"ponedeljak, 03. feb 2025, 10:48 -> 12:39",vezano za proteste,2568,und,[]
2579,Kaja Kalas rame uz rame sa Sorensenom u pregovorima Beograda i Prištine – prvi sastanak posle izbora na KiM,https://www.rts.rs/vesti/politika/5642393/sorensen-kaja-kalas-beograd-pristina-dijalog.html,"ponedeljak, 03. feb 2025, 05:50 -> 06:15",vezano za proteste,2569,und,[]
2580,"Vučević u Žablju: Moramo da sačuvamo državu, ovo nije pitanje stranke i mandata",https://www.rts.rs/vesti/politika/5642405/vucevic-u-zablju-moramo-da-sacuvamo-drzavu-ovo-nije-pitanje-stranke-i-mandata.html,"nedelja, 02. feb 2025, 18:20 -> 18:43",nije vezano za proteste,2570,und,[]
2581,Skup Srpske liste u Gornjem Kuscu: Samo ujedinjeni možemo do svih deset mandata,https://www.rts.rs/vesti/politika/5642395/skup-srpske-liste-u-gornjem-kuscu-samo-ujedinjeni-mozemo-do-svih-deset-mandata.html,"nedelja, 02. feb 2025, 17:48 -> 17:58",vezano za proteste,2571,und,[]
2582,Vučić: Bitno je da razgovori sa predstavnicima univerziteta krenu što pre,https://www.rts.rs/vesti/politika/5642323/aleksandar-vucic-studenti-blokade-novi-sad.html,"nedelja, 02. feb 2025, 14:15 -> 14:35",vezano za proteste,2572,und,[]
2583,"Brnabićeva: Opozicija preuzima proteste; Mali: Nema empatije, vlada karnevalska atmosfera",https://www.rts.rs/vesti/politika/5642322/brnabiceva-opozicija-preuzima-proteste-mali-nema-empatije-vlada-karnevalska-atmosfera.html,"nedelja, 02. feb 2025, 13:57 -> 15:09",vezano za proteste,2573,und,"[{'event_type': 'protest', 'trigger': 'proteste', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': None}]"
2584, Predstavniku Srpske liste Milanu Kostiću probušene gume na automobilu u Vučitrnu,https://www.rts.rs/vesti/politika/5642317/-predstavniku-srpske-liste-milanu-kosticu-probusene-gume-na-automobilu-u-vucitrnu.html,"nedelja, 02. feb 2025, 13:37 -> 14:45",vezano za proteste,2574,und,"[{'event_type': 'clash_police_action', 'trigger': 'probušene gume', 'locations': ['Vučitrn'], 'actors': ['Milan Kostić'], 'time_mentions': [], 'confidence': 0.8, 'notes': 'Related to political intimidation or vandalism.'}]"
2585,"Ministarstvo građevinarstva: Objavljena sva dokumentacija o padu nadstrešnice, pozivamo stručnu javnost da nam se obrati",https://www.rts.rs/vesti/politika/5642262/ministarstvo-gradjevinarastvo-saobracaj-infrastruktura-dokumentacija-uvid-gradjevinski-fakultet.html,"nedelja, 02. feb 2025, 10:35 -> 10:48",vezano za proteste,2575,und,[]
2586,Vučić sa radnicima Gradske čistoće: Ponosan sam na one koji rade u najtežim uslovima,https://www.rts.rs/vesti/politika/5642255/aleksandar-vucic-gradska-cistoca-.html,"nedelja, 02. feb 2025, 10:08 -> 12:33",vezano za proteste,2576,und,[]
2587,"Jevtić: Izbori na KiM su ključni iz više razloga, odrediće buduća dešavanja i u pokrajini i u regionu",https://www.rts.rs/vesti/politika/5642232/jeftic-srpska-lista-izbori-kosovo-metohija.html,"nedelja, 02. feb 2025, 08:06 -> 09:59",vezano za proteste,2577,und,[]
2588,"Ljiljana Smajlović: Najvažnije sprečiti sukobe, mora se pojaviti politički igrač da razgovara u ime studenata",https://www.rts.rs/vesti/politika/5642212/dijalog-studentski-protesti-blokade-novi-sad-ljiljana-smajlovic.html,"nedelja, 02. feb 2025, 07:15 -> 08:47",vezano za proteste,2578,und,[]
2589,SNS: RTS prekršio sva pravila novinarstva,https://www.rts.rs/vesti/politika/5642104/sns-rts-prekrsio-sva-pravila-novinarstva.html,"subota, 01. feb 2025, 19:01 -> 19:11",vezano za proteste,2579,und,[]
2590,"Vučević: Nećete nam otcepiti Vojvodinu, moramo sačuvati Srbiju kao državu",https://www.rts.rs/vesti/politika/5642092/vucevic-necete-nam-otcepiti-vojvodinu-moramo-sacuvati-srbiju-kao-drzavu.html,"subota, 01. feb 2025, 18:44 -> 19:45",vezano za proteste,2580,und,[]
2591,Godinu dana zabrane upotrebe dinara na KiM – najugroženiji i najviše pogođeni,https://www.rts.rs/vesti/politika/5642076/godinu-dana-zabrane-upotrebe-dinara-na-kim--najugrozeniji-i-najvise-pogodjeni.html,"subota, 01. feb 2025, 17:56 -> 20:07",vezano za proteste,2581,und,[]
2592,"Vučić u Brusu: I danas nudimo dijalog, nasiljem se ne može preuzeti vlast",https://www.rts.rs/vesti/politika/5641821/vucic-u-brusu-i-danas-nudimo-dijalog-nasiljem-se-ne-moze-preuzeti-vlast.html,"nedelja, 02. feb 2025, 05:50 -> 16:27",vezano za proteste,2582,und,[]
2593,"Miting Srpske liste u Zubinom Potoku: Pokažimo jedinstvo, stanimo 9. februara pod barjak Srbije",https://www.rts.rs/vesti/politika/5641842/miting-srpske-liste-u-zubinom-potoku-pokazimo-jedinstvo-stanimo-9-februara-pod-barjak-srbije.html,"petak, 31. jan 2025, 17:32 -> 22:11",vezano za proteste,2583,und,[]
2594,Nastavljeno suđenje četvorici Srba optuženih za navodni teroristički napad u Kosovskoj Mitrovici,https://www.rts.rs/vesti/politika/5641725/nastavljeno-sudjenje-cetvorici-srba-optuzenih-za-navodni-teroristicki-napad-u-kosovskoj-mitrovici.html,"petak, 31. jan 2025, 16:34 -> 14:35",vezano za proteste,2584,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'suđenje', 'locations': ['Kosovska Mitrovica'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Trial related to alleged terrorist attack.'}]"
2595,"Srpski narodni pokret sa KiM ispred RTS-a: Želimo i mi da se čujemo, a ne samo Srpska lista",https://www.rts.rs/vesti/politika/5640940/konferencija-srpski-narodni-pokret-izvestavanje-rts.html,"petak, 31. jan 2025, 11:46 -> 12:54",vezano za proteste,2585,und,[]
2596,"Blokade, protesti i odavanje pošte i danas širom Srbije",https://www.rts.rs/vesti/drustvo/5640918/blokade-protesti-i-odavanje-poste-i-danas-sirom-srbije.html,"petak, 31. jan 2025, 11:26 -> 21:24",vezano za proteste,2586,und,"[{'event_type': 'protest', 'trigger': 'protesti', 'locations': ['Srbija'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Protests and blockades across Serbia.'}]"
2597, Vučić: Velika vest što će Italija učestvovati na Ekspu; Tajani: Želimo da Srbija što pre uđe u EU,https://www.rts.rs/vesti/politika/5640882/poslovni-forum-srbija-italija-vucic-tajani.html,"petak, 31. jan 2025, 10:47 -> 18:44",nije vezano za proteste,2587,und,[]
2598,"Vučić u Trsteniku: Neće biti ni prelazne, ni ekspertske vlade, biće srpska",https://www.rts.rs/vesti/politika/5640857/vucic-u-trsteniku-nece-biti-ni-prelazne-ni-ekspertske-vlade-bice-srpska.html,"petak, 31. jan 2025, 10:13 -> 21:27",nije vezano za proteste,2588,und,[]
2599,Đurić: Protesti poziv da se fokusiramo na pitanja ključno značajna za delove društva,https://www.rts.rs/vesti/politika/5640736/marko-djuric.html,"petak, 31. jan 2025, 06:49 -> 08:06",vezano za proteste,2589,und,[]
2600,Usvojena uredba o bespovratnim sredstvima za kupovinu seoske kuće,https://www.rts.rs/vesti/politika/5640532/seoske-kuce-kupovina-bespovratna-sredstva-.html,"četvrtak, 30. jan 2025, 17:43 -> 18:50",nije vezano za proteste,2590,und,"[{'event_type': 'government_response_policy', 'trigger': 'Usvojena uredba', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Related to financial support for rural housing.'}]"
2601,Pismo podrške gradonačelnika Ljubljane predsedniku Vučiću,https://www.rts.rs/vesti/politika/5640717/pismo-podrske-gradonacelnika-ljubljane-predsedniku-vucicu.html,"četvrtak, 30. jan 2025, 17:00 -> 00:05",vezano za proteste,2591,und,[]
2602,"Priština, nastavljeno suđenje četvorici Srba optuženih za navodni teroristički napad 2022.",https://www.rts.rs/vesti/politika/5640019/pristina-nastavljeno-sudjenje-cetvorici-srba-optuzenih-za-navodni-teroristicki-napad-2022.html,"četvrtak, 30. jan 2025, 12:58 -> 14:35",vezano za proteste,2592,und,"[{'event_type': 'investigation_charges_trial', 'trigger': 'suđenje', 'locations': ['Priština'], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Continued trial for alleged terrorist attack.'}]"
2603,Vučić potpisao sa Anke Konrad sporazum o nastavku partnerstva za industrijski razvoj Srbije ,https://www.rts.rs/vesti/politika/5639917/vucic-konrad.html,"četvrtak, 30. jan 2025, 12:25 -> 12:35",vezano za proteste,2593,und,[]
2604,Predsednik Vučić sastao se sa Žiofreom,https://www.rts.rs/vesti/politika/5639745/vucic-ziofre.html,"četvrtak, 30. jan 2025, 11:05 -> 11:15",vezano za proteste,2594,und,[]
2605,"Novi mandatar ili novi izbori, koja opcija je realnija",https://www.rts.rs/vesti/politika/5639445/bojan-klacar.html,"četvrtak, 30. jan 2025, 08:45 -> 15:22",vezano za proteste,2595,und,[]
2606,Vučić uputio saučešće Trampu povodom avionske nesreće u blizini Vašingtona,https://www.rts.rs/vesti/politika/5639467/vucic-tramp-nesreca-vasington-saucesce.html,"četvrtak, 30. jan 2025, 07:35 -> 07:49",vezano za proteste,2596,und,[]
2607,Petković održao sastanak sa predstavnicima Srpske liste uoči izbora na KiM,https://www.rts.rs/vesti/politika/5639437/petkovic-odrzao-sastanak-sa-predstavnicima-srpske-liste-uoci-izbora-na-kim.html,"četvrtak, 30. jan 2025, 06:42 -> 07:42",vezano za proteste,2597,und,[]
2608,"Vučić: Odgovornost nije prazna reč, nastavićemo da vodimo politiku u interesu građana",https://www.rts.rs/vesti/politika/5639203/aleksandar-vucic-.html,"sreda, 29. jan 2025, 17:56 -> 18:03",vezano za proteste,2598,und,[]
2609,Potpisane izmene i dopune Posebnog kolektivnog ugovora za visoko obrazovanje,https://www.rts.rs/vesti/politika/5639148/potpisane-izmene-i-dopune-posebnog-kolektivnog-ugovora-za-visoko-obrazovanje.html,"sreda, 29. jan 2025, 17:35 -> 17:53",vezano za proteste,2599,und,"[{'event_type': 'government_response_policy', 'trigger': 'Potpisane izmene i dopune', 'locations': [], 'actors': [], 'time_mentions': [], 'confidence': 0.9, 'notes': 'Changes in Special Collective Agreement for Higher Education.'}]"
2610,Predsednik Vučić pomilovao 13 osoba koje su uhapšene tokom blokada,https://www.rts.rs/vesti/politika/5639063/vucic-pomilovanja.html,"sreda, 29. jan 2025, 16:36 -> 17:43",vezano za proteste,2600,sr,"[{'event_type': 'government_response_policy', 'trigger': 'pomilovao', 'locations': [], 'actors': ['Predsednik Vučić'], 'time_mentions': [], 'confidence': 0.9, 'notes': '13 osoba pomilovanih tokom blokada.'}]"
2611,Vučić prisustvovao godišnjoj analizi stanja i sposobnosti Vojske Srbije,https://www.rts.rs/vesti/politika/5638621/vucic-predsednik-godisnja-analiza-stanja-sposobnost-vojska-srbije.html,"sreda, 29. jan 2025, 12:13 -> 14:12",vezano za proteste,2601,sr,[]
2612,Peskov: Rusija želi da Srbija što pre reši sve probleme i vrati se mirnom razvoju,https://www.rts.rs/vesti/politika/5638607/peskov-rusija-zeli-da-srbija-sto-pre-resi-sve-probleme-i-vrati-se-mirnom-razvoju.html,"sreda, 29. jan 2025, 11:20 -> 11:36",vezano za proteste,2602,sr,[]
